Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Owner,Fuel_Type_Diesel,Fuel_Type_Petrol,Seller_Type_Individual,Transmission_Manual,age_of_car
ertiga,2014,2.449489742783178,9.95,0.20742737324822186,0,1,0,0,1,7
dzire,2014,2.345207879911715,8.06,0.20742737324822186,0,1,0,0,1,7
sx4,2011,1.7175564037317668,7.74,0.3361680325682484,0,0,0,0,1,10
dzire,2015,2.1563858652847827,7.2,0.3044593987901466,0,0,1,0,1,6
800,2003,0.5916079783099616,2.28,2.319619062772466,0,0,1,1,1,18
alto k10,2016,1.7320508075688772,3.76,-0.6920829437014872,0,0,1,0,1,5
sx4,2003,1.5,7.98,0.6453207722959311,0,0,1,0,1,18
baleno,2016,2.4186773244895647,7.87,-0.32000234668712485,0,0,1,0,0,5
alto k10,2014,1.5968719422671311,3.98,0.25137126376442137,0,0,1,0,1,7
sx4,2008,1.396424004376894,7.15,0.542287031343529,0,0,1,0,1,13
dzire,2014,2.345207879911715,8.06,0.2275189527339403,0,1,0,0,1,7
omni,2012,1.118033988749895,2.69,0.33621954943872456,0,0,1,0,1,9
ciaz,2014,2.7386127875258306,12.04,-0.5653256838947944,0,0,1,0,0,7
ritz,2013,1.6278820596099706,4.89,0.7105411303188016,0,0,1,0,1,8
wagon r,2006,1.02469507659596,4.15,0.7225960780102327,0,0,1,0,1,15
ertiga,2015,2.4083189157584592,7.71,-0.2853314928566415,0,0,1,0,1,6
ciaz,2017,2.7838821814150108,9.29,0.0013598913434175208,0,0,1,0,0,4
fortuner,2012,3.8600518131237567,30.61,1.745386266009491,0,1,0,0,0,9
fortuner,2015,4.795831523312719,30.61,0.07863519705771915,0,1,0,0,0,6
innova,2017,4.242640687119285,19.77,-0.5653256838947944,0,1,0,0,0,4
fortuner,2013,4.0,30.61,2.5256865446772707,0,1,0,1,0,8
innova,2005,1.6583123951777,10.21,1.3665569589627462,0,0,1,1,1,16
corolla altis,2009,1.8973665961010275,15.04,0.8513882542007355,0,0,1,0,0,12
etios cross,2015,2.1213203435596424,7.27,0.09239020147486483,0,0,1,0,1,6
corolla altis,2010,2.179449471770337,18.54,0.33621954943872456,0,0,1,0,1,11
etios g,2014,2.0248456731316584,6.8,0.06536960291009737,1,0,1,0,1,7
fortuner,2014,4.471017781221631,35.96,0.10439363229581969,0,1,0,0,0,7
corolla altis,2013,2.6362852652928135,18.61,0.07866095549295725,0,0,1,0,1,8
etios cross,2015,2.1213203435596424,7.7,0.09378115697772227,0,0,1,0,1,6
fortuner,2014,4.330127018922194,35.96,1.05745573610554,0,1,0,0,0,7
fortuner,2015,4.847679857416329,35.96,0.25894424372442293,0,1,0,0,0,6
fortuner,2017,5.744562646538029,36.23,-0.7971516010376993,0,1,0,0,0,4
etios liva,2014,2.179449471770337,6.95,0.20742737324822186,0,1,0,0,1,7
innova,2017,4.444097208657794,23.15,-0.6683594248471966,0,0,1,0,0,4
fortuner,2010,3.0413812651491097,20.45,0.5680454665816295,0,1,0,0,1,11
corolla altis,2011,2.085665361461421,13.74,1.3150400884865452,0,0,1,0,1,10
corolla altis,2016,3.774917217635375,20.91,-0.6426009896090961,0,0,1,0,1,5
etios liva,2014,1.9874606914351791,6.76,0.877146689438836,0,1,0,0,1,7
corolla altis,2011,2.1213203435596424,12.48,0.20742737324822186,0,1,0,0,1,10
corolla altis,2013,2.7294688127912363,18.61,0.49079591930256594,0,0,1,0,1,8
etios liva,2011,1.6278820596099706,5.71,0.1559105027720208,0,0,1,0,1,10
etios cross,2014,2.2135943621178655,8.93,1.1862479122960425,0,1,0,0,1,7
etios g,2015,1.9874606914351791,6.8,-0.024398543894683024,0,0,1,0,1,6
corolla altis,2013,2.345207879911715,14.68,0.9029051246769365,0,0,1,0,1,8
corolla,2004,1.224744871391589,12.35,2.5296533437039384,0,0,1,0,0,17
corolla altis,2010,2.29128784747792,22.83,1.108972606581741,0,0,1,0,0,11
fortuner,2012,3.8078865529319543,30.61,1.3407985237246458,0,1,0,0,0,9
corolla altis,2016,3.837968212479098,14.89,-0.3592582019899901,0,1,0,0,1,5
etios gd,2015,2.179449471770337,7.85,0.07863519705771915,0,1,0,0,1,6
innova,2017,4.795831523312719,25.39,-0.5653256838947944,0,1,0,0,0,4
innova,2015,3.5355339059327378,13.46,0.027118326581518064,0,1,0,0,1,6
innova,2005,1.8681541692269406,13.46,4.12724301404141,0,1,0,0,1,16
camry,2006,1.5811388300841898,23.73,2.7059955913439744,3,0,1,1,0,15
land cruiser,2010,5.916079783099616,92.6,1.05745573610554,0,1,0,0,1,11
corolla altis,2012,2.4289915602982237,13.74,0.49077016086732783,0,0,1,0,1,9
etios liva,2013,1.857417562100671,6.05,0.25894424372442293,0,0,1,0,1,8
etios g,2014,2.179449471770337,6.76,0.07863519705771915,0,0,1,0,1,7
corolla altis,2009,1.9493588689617927,18.61,0.6453207722959311,0,0,1,0,1,12
innova,2014,3.3541019662496847,16.09,0.5485205726711493,0,1,0,0,1,7
innova,2005,1.8734993995195195,13.7,0.9801804303912381,0,0,1,0,1,16
fortuner,2015,4.795831523312719,30.61,0.07863519705771915,0,1,0,0,0,6
corolla altis,2008,2.0,22.78,1.3407985237246458,0,0,1,0,0,13
corolla altis,2012,2.4186773244895647,18.61,0.9029051246769365,0,0,1,0,1,9
innova,2016,4.55521678957215,25.39,-0.20470759056138682,0,1,0,0,0,5
corolla altis,2017,4.123105625617661,18.64,-0.7276038258948279,0,0,1,0,1,4
corolla altis,2013,2.6551836094703507,18.61,0.20742737324822186,0,0,1,0,1,8
fortuner,2010,3.1064449134018135,20.45,0.336837751884439,0,1,0,0,1,11
Royal Enfield Thunder 500,2016,1.3228756555322954,1.9,-0.874426906752001,0,0,1,1,1,5
UM Renegade Mojave,2017,1.3038404810405297,1.82,-0.9156404031329618,0,0,1,1,1,4
KTM RC200,2017,1.284523257866513,1.78,-0.8486684715139003,0,0,1,1,1,4
Bajaj Dominar 400,2017,1.2041594578792296,1.6,-0.920792090180582,0,0,1,1,1,4
Royal Enfield Classic 350,2017,1.161895003862225,1.47,-0.8460926279900903,0,0,1,1,1,4
KTM RC390,2015,1.161895003862225,2.37,-0.39274416779952076,0,0,1,1,1,6
Hyosung GT250R,2014,1.161895003862225,3.45,-0.5266880310376436,1,0,1,1,1,7
Royal Enfield Thunder 350,2013,1.118033988749895,1.5,-0.5653256838947944,0,0,1,1,1,8
Royal Enfield Thunder 350,2016,1.0954451150103321,1.5,-0.4880503781804928,0,0,1,1,1,5
Royal Enfield Classic 350,2017,1.0954451150103321,1.47,-0.6683594248471966,0,0,1,1,1,4
KTM RC200,2016,1.0954451150103321,1.78,-0.7971516010376993,0,0,1,1,1,5
Royal Enfield Thunder 350,2016,1.0723805294763609,1.5,-0.7276038258948279,0,0,1,1,1,5
KTM 390 Duke ,2014,1.0723805294763609,2.4,-0.7713931657995988,0,0,1,1,1,7
Mahindra Mojo XT300,2016,1.0723805294763609,1.4,-0.050156979132783566,0,0,1,1,1,5
Royal Enfield Classic 350,2015,1.0723805294763609,1.47,-0.5138088134185933,0,0,1,1,1,6
Royal Enfield Classic 350,2015,1.0535653752852738,1.47,-0.5009295957995431,0,0,1,1,1,6
Royal Enfield Classic 350,2013,1.0488088481701516,1.47,-0.10167384960898465,0,0,1,1,1,8
Royal Enfield Thunder 500,2015,1.0488088481701516,1.9,-0.5910841191328949,0,0,1,1,1,6
Royal Enfield Classic 350,2015,1.0488088481701516,1.47,-0.28198289627568845,0,0,1,1,1,6
Royal Enfield Thunder 500,2013,1.02469507659596,1.9,-0.8126066621805597,0,0,1,1,1,8
Bajaj Pulsar RS200,2016,1.02469507659596,1.26,-0.8048791316091295,0,0,1,1,1,5
Royal Enfield Thunder 350,2011,1.02469507659596,1.5,-0.7739690093234088,0,0,1,1,1,10
Royal Enfield Bullet 350,2016,1.02469507659596,1.17,-0.7971516010376993,0,0,1,1,1,5
Royal Enfield Classic 350,2013,1.0,1.47,0.24606502610537268,0,0,1,1,1,8
Royal Enfield Classic 500,2012,0.9746794344808963,1.75,-0.6554802072281464,0,0,1,1,1,9
Royal Enfield Classic 500,2009,0.9486832980505138,1.75,0.07863519705771915,0,0,1,1,1,12
Bajaj Avenger 220,2017,0.9486832980505138,0.95,-0.9182162466567718,0,0,1,1,1,4
Bajaj Avenger 150,2016,0.8660254037844386,0.8,-0.7713931657995988,0,0,1,1,1,5
Honda CB Hornet 160R,2017,0.8944271909999159,0.87,-0.874426906752001,0,0,1,1,1,4
Yamaha FZ S V 2.0,2017,0.8831760866327847,0.84,-0.8229100362757998,0,0,1,1,1,4
Honda CB Hornet 160R,2017,0.8660254037844386,0.87,-0.6683594248471966,0,0,1,1,1,4
Yamaha FZ 16,2015,0.8660254037844386,0.82,-0.4880503781804928,0,0,1,1,1,6
Bajaj Avenger 220,2017,0.8660254037844386,0.95,-0.8615476891329507,0,0,1,1,1,4
Bajaj Avenger 220,2016,0.848528137423857,0.95,-0.9388229948472523,0,0,1,1,1,5
TVS Apache RTR 160,2017,0.806225774829855,0.81,-0.6477526766567162,0,0,1,1,1,4
Bajaj Pulsar 150,2015,0.806225774829855,0.74,-0.8229100362757998,0,0,1,1,1,6
Honda CBR 150,2014,0.806225774829855,1.2,-0.34637898437093984,0,0,1,1,1,7
Hero Extreme,2013,0.806225774829855,0.787,-0.5395672486566939,0,0,1,1,1,8
Honda CB Hornet 160R,2016,0.7745966692414834,0.87,-0.5653256838947944,0,0,1,1,1,5
Bajaj Avenger 220 dtsi,2015,0.7745966692414834,0.95,-0.5241121875138336,0,0,1,1,1,6
Honda CBR 150,2013,0.7745966692414834,1.2,-0.1274322848470852,0,0,1,1,1,8
Bajaj Avenger 150 street,2016,0.7745966692414834,0.8,-0.4365335077042917,0,0,1,1,1,5
Yamaha FZ  v 2.0,2015,0.7745966692414834,0.84,-0.20470759056138682,0,0,1,1,1,6
Yamaha FZ  v 2.0,2016,0.7745966692414834,0.84,-0.307741331513789,0,0,1,1,1,5
Bajaj Pulsar  NS 200,2014,0.7745966692414834,0.99,-0.307741331513789,0,0,1,1,1,7
TVS Apache RTR 160,2012,0.7745966692414834,0.81,-0.46229194294239223,0,0,1,1,1,9
Hero Extreme,2014,0.7416198487095663,0.787,-0.5653256838947944,0,0,1,1,1,7
Yamaha FZ S V 2.0,2015,0.7416198487095663,0.84,0.542287031343529,0,0,1,1,1,6
Bajaj Pulsar 220 F,2010,0.7211102550927979,0.94,0.20742737324822186,0,0,1,1,1,11
Bajaj Pulsar 220 F,2016,0.714142842854285,0.94,-0.3334997667518895,0,0,1,1,1,5
TVS Apache RTR 180,2011,0.7071067811865476,0.826,-0.7971516010376993,0,0,1,1,1,10
Hero Passion X pro,2016,0.7071067811865476,0.55,-0.15319072008518575,0,0,1,1,1,5
Bajaj Pulsar NS 200,2012,0.7071067811865476,0.99,-0.6168425543709956,0,0,1,1,1,9
Bajaj Pulsar NS 200,2013,0.7071067811865476,0.99,0.20742737324822186,0,0,1,1,1,8
Yamaha Fazer ,2014,0.7071067811865476,0.88,-0.7456347305614982,0,0,1,1,1,7
Honda Activa 4G,2017,0.6928203230275509,0.51,-0.8409409409424702,0,0,1,1,0,4
TVS Sport ,2017,0.6928203230275509,0.52,-0.5653256838947944,0,0,1,1,1,4
Yamaha FZ S V 2.0,2015,0.6928203230275509,0.84,-0.3592582019899901,0,0,1,1,1,6
Honda Dream Yuga ,2017,0.6928203230275509,0.54,-0.7301796694186379,0,0,1,1,1,4
Honda Activa 4G,2017,0.6708203932499369,0.51,-0.8486684715139003,0,0,1,1,0,4
Bajaj Avenger Street 220,2011,0.6708203932499369,0.95,-0.3334997667518895,0,0,1,1,1,10
TVS Apache RTR 180,2014,0.6708203932499369,0.826,-0.3592582019899901,0,0,1,1,1,7
Bajaj Pulsar NS 200,2012,0.6708203932499369,0.99,-0.5782049015138447,0,0,1,1,1,9
Bajaj Avenger 220 dtsi,2010,0.6708203932499369,0.95,-0.2562244610375879,0,0,1,1,1,11
Hero Splender iSmart,2016,0.6708203932499369,0.54,-0.5910841191328949,0,0,1,1,1,5
Activa 3g,2016,0.6708203932499369,0.54,-0.9388229948472523,0,0,1,1,0,5
Hero Passion Pro,2016,0.6708203932499369,0.55,-0.925943777228202,0,0,1,1,1,5
TVS Apache RTR 160,2014,0.648074069840786,0.81,0.13015206753392022,0,0,1,1,1,7
Honda CB Trigger,2013,0.648074069840786,0.73,-0.6426009896090961,0,0,1,1,1,8
Hero Splender iSmart,2015,0.6324555320336759,0.54,-0.5910841191328949,0,0,1,1,1,6
Yamaha FZ S ,2012,0.6324555320336759,0.83,-0.8100308186567495,0,0,1,1,1,9
Hero Passion Pro,2015,0.6324555320336759,0.55,-0.779120696371029,0,0,1,1,1,6
Bajaj Pulsar 135 LS,2014,0.6324555320336759,0.64,-0.5988116497043251,0,0,1,1,1,7
Activa 4g,2017,0.6324555320336759,0.51,-0.9182162466567718,0,0,1,1,0,4
Honda CB Unicorn,2015,0.6164414002968976,0.72,0.04257338772437839,0,0,1,1,1,6
Hero Honda CBZ extreme,2011,0.6164414002968976,0.787,0.9801804303912381,0,0,1,1,1,10
Honda Karizma,2011,0.5916079783099616,1.05,-0.17894915532328629,0,0,1,1,1,10
Honda Activa 125,2016,0.5916079783099616,0.57,-0.3334997667518895,0,0,1,1,0,5
TVS Jupyter,2014,0.5916079783099616,0.52,-0.46229194294239223,0,0,1,1,0,7
Honda Karizma,2010,0.5567764362830022,1.05,4.534844493249113,0,0,1,1,1,11
Hero Honda Passion Pro,2012,0.5477225575051661,0.51,0.59380390181973,0,0,1,1,1,9
Hero Splender Plus,2016,0.5477225575051661,0.48,0.33621954943872456,0,0,1,1,1,5
Honda CB Shine,2013,0.5477225575051661,0.58,-0.17894915532328629,0,0,1,1,1,8
Bajaj Discover 100,2013,0.5196152422706632,0.47,-0.41077507246619116,0,0,1,1,1,8
Bajaj Pulsar 150,2008,0.5,0.75,-0.28198289627568845,1,0,1,1,1,13
Suzuki Access 125,2008,0.5,0.58,-0.9027611855139115,0,0,1,1,0,13
TVS Wego,2010,0.5,0.52,-0.3850166372280906,0,0,1,1,0,11
Honda CB twister,2013,0.5,0.51,-0.1274322848470852,0,0,1,1,1,8
Hero Glamour,2013,0.5,0.57,-0.4880503781804928,0,0,1,1,1,8
Hero Super Splendor,2005,0.4472135954999579,0.57,0.46501172562922727,0,0,1,1,1,16
Bajaj Pulsar 150,2008,0.4472135954999579,0.75,0.59380390181973,0,0,1,1,1,13
Bajaj Discover 125,2012,0.4472135954999579,0.57,-0.307741331513789,1,0,1,1,1,9
Hero Hunk,2007,0.4472135954999579,0.75,0.31046111420062406,1,0,1,1,1,14
Hero  Ignitor Disc,2013,0.4472135954999579,0.65,-0.3334997667518895,1,0,1,1,1,8
Hero  CBZ Xtreme,2008,0.4472135954999579,0.787,0.33621954943872456,0,0,1,1,1,13
Bajaj  ct 100,2015,0.4242640687119285,0.32,-0.050156979132783566,0,0,1,1,1,6
Activa 3g,2008,0.41231056256176607,0.52,11.92751540658397,0,0,1,1,0,13
Honda CB twister,2010,0.4,0.51,-0.10167384960898465,0,0,1,1,1,11
Bajaj Discover 125,2011,0.3872983346207417,0.57,-0.050156979132783566,1,0,1,1,1,10
Honda CB Shine,2007,0.34641016151377546,0.58,0.4134948551530262,0,0,1,1,1,14
Bajaj Pulsar 150,2006,0.31622776601683794,0.75,1.424075544849425,0,0,1,1,1,15
i20,2010,1.8027756377319946,6.79,0.542287031343529,1,1,0,0,1,11
grand i10,2015,2.0976176963403033,5.7,-0.22531433875186727,0,0,1,0,1,6
i10,2011,1.7175564037317668,4.6,0.42534373536255243,0,0,1,0,1,10
eon,2015,1.6583123951777,4.43,-0.223202147062343,0,0,1,0,1,6
grand i10,2016,2.29128784747792,5.7,-0.8617279981796174,1,0,1,0,1,5
xcent,2017,2.3979157616563596,7.13,-0.6302626991300458,0,0,1,0,1,4
grand i10,2015,2.2693611435820435,5.7,-0.05538594148611797,0,0,1,0,0,6
i20,2017,2.8106938645110393,8.1,-0.8632219874234272,0,0,1,0,1,4
grand i10,2015,2.202271554554524,5.7,-0.4075552680614286,0,1,0,0,1,6
i10,2012,1.760681686165901,4.6,-0.030194191823255643,0,0,1,0,1,9
elantra,2015,3.427827300200522,14.79,0.16969126562440456,0,1,0,0,1,6
creta,2016,3.3541019662496847,13.6,-0.36773272718332517,0,0,1,0,1,5
i20,2011,1.70293863659264,6.79,-0.137632625201373,0,0,1,0,1,10
grand i10,2017,2.29128784747792,5.7,-0.4335970460871483,0,0,1,0,1,4
verna,2012,2.1213203435596424,9.4,-0.021822700370872968,0,0,1,0,1,9
eon,2016,1.70293863659264,4.43,-0.6297217719900458,0,0,1,0,1,5
eon,2016,1.7748239349298849,4.43,-0.5653256838947944,0,0,1,0,1,5
verna,2014,2.539685019840059,9.4,0.2094365311967937,0,0,1,0,1,7
verna,2012,2.1213203435596424,9.4,-0.024398543894683024,0,0,1,0,1,9
eon,2017,1.8708286933869707,4.43,0.03968844297771113,0,0,1,0,1,4
i20,2013,2.1213203435596424,6.79,-0.1274322848470852,0,0,1,0,0,8
i20,2014,2.449489742783178,7.6,1.0479766319379187,0,1,0,0,1,7
verna,2015,2.8722813232690143,9.4,0.6293763008835469,0,1,0,0,1,6
verna,2013,2.2605309110914633,9.4,-0.019298373717539116,0,0,1,0,0,8
i10,2011,1.6431676725154984,4.6,-0.37169952620999264,0,0,1,0,1,10
grand i10,2015,2.29128784747792,5.7,-0.3160355476604574,0,0,1,0,1,6
i10,2011,1.5968719422671311,4.43,0.5165285961054283,0,0,1,0,1,10
verna,2012,2.224859546128699,9.4,0.59380390181973,0,1,0,0,1,9
i20,2012,1.760681686165901,6.79,0.39113653336635495,0,1,0,0,1,9
verna,2013,2.479919353527449,9.4,0.20742737324822186,0,1,0,0,1,8
verna,2017,3.0413812651491097,9.4,-0.5652999254595563,0,0,1,0,1,4
elantra,2015,3.383784863137726,14.79,-0.6194183978948056,0,0,1,0,0,6
grand i10,2013,1.9748417658131499,5.7,0.4134948551530262,0,1,0,0,1,8
grand i10,2015,2.345207879911715,5.7,-0.8359953213767549,0,0,1,0,1,6
verna,2017,3.0166206257996713,9.4,-0.5616937445262222,0,0,1,0,1,4
eon,2016,1.760681686165901,4.43,-0.6464905133300493,0,0,1,0,1,5
creta,2015,3.3541019662496847,13.6,0.7998713837245344,0,1,0,0,1,6
verna,2013,2.1908902300206643,9.4,0.6000116847121122,0,0,1,0,1,8
eon,2012,1.4142135623730951,4.43,-0.3409954714061768,0,0,1,0,1,9
verna,2012,2.3130067012440754,9.4,-0.11913806870041682,0,1,0,0,1,9
xcent,2015,2.179449471770337,7.13,-0.027850174216588496,1,0,1,0,1,6
xcent,2014,2.0976176963403033,7.13,-0.0759154143708841,0,0,1,0,1,7
i20,2016,2.5,7.6,-0.7713931657995988,0,0,1,0,1,5
verna,2013,2.4392621835300936,9.4,0.31046111420062406,0,1,0,0,1,8
verna,2012,2.280350850198276,9.4,0.877146689438836,0,1,0,0,1,9
i20,2012,1.9364916731037085,6.79,-0.050156979132783566,0,0,1,0,1,9
verna,2015,2.4392621835300936,9.4,-0.024398543894683024,0,0,1,0,1,6
i10,2013,2.0,4.6,-0.17894915532328629,0,0,1,0,1,8
i20,2016,2.29128784747792,7.6,-0.5138088134185933,0,0,1,0,1,5
creta,2016,3.591656999213594,13.6,-0.02609860062039766,0,1,0,0,1,5
city,2013,2.23606797749979,9.9,0.5088268239692363,0,0,1,0,1,8
brio,2015,2.32379000772445,6.82,-0.14219186823851682,0,0,1,0,0,6
city,2014,2.6832815729997477,9.9,0.2847026789625235,0,1,0,0,1,7
city,2013,2.29128784747792,9.9,0.4454868317187471,0,0,1,0,1,8
brio,2012,1.7320508075688772,5.35,0.43088179893874407,0,0,1,0,1,9
city,2016,3.2015621187164243,13.6,0.32493735480443653,0,0,1,0,1,5
city,2015,2.9154759474226504,13.6,0.08698093007486372,0,0,1,0,1,6
city,2015,2.898275349237888,13.6,-0.307741331513789,0,0,1,0,1,6
amaze,2014,1.9748417658131499,7.0,-0.023007588391825592,0,0,1,0,1,7
city,2016,3.024896692450835,13.6,-0.1989634595032904,0,0,1,0,1,5
brio,2016,2.345207879911715,5.97,-0.8074549751329395,0,0,1,0,1,5
amaze,2015,2.0,5.8,0.07922764106819546,0,0,1,0,1,6
jazz,2016,2.569046515733026,7.7,-0.5395157317862177,0,0,1,0,1,5
amaze,2015,2.0,7.0,0.07930491637390977,0,0,1,0,1,6
jazz,2017,2.5495097567963922,8.7,-0.40562338541857107,0,0,1,0,1,4
amaze,2014,1.91049731745428,7.0,-0.050156979132783566,0,0,1,0,1,7
city,2016,2.8896366553599777,9.4,-0.45111278204905664,0,1,0,0,1,5
brio,2017,2.1908902300206643,5.8,-0.46229194294239223,0,0,1,0,1,4
city,2015,2.588435821108957,10.0,-0.46672239380334557,0,0,1,0,1,6
city,2011,2.0248456731316584,10.0,0.8344134453788272,0,0,1,0,1,10
city,2009,1.7320508075688772,10.0,0.8401060595664473,0,0,1,0,1,12
city,2015,2.7386127875258306,10.0,-0.2407693998947276,0,0,1,0,1,6
jazz,2010,1.5,7.5,0.624791299411165,0,0,1,0,1,11
brio,2014,2.3021728866442674,6.8,-0.5266880310376436,0,0,1,0,1,7
city,2016,3.3015148038438356,13.6,-0.15955305358899657,0,0,1,0,0,5
city,2015,2.9410882339705484,13.6,-0.3128930185614091,0,0,1,0,1,6
city,2015,3.1144823004794873,13.6,-0.3906834929804727,0,0,1,0,1,6
jazz,2016,2.449489742783178,8.4,-0.8486684715139003,0,0,1,0,1,5
city,2014,2.5,13.6,0.08188075989771981,0,0,1,0,1,7
brio,2015,2.29128784747792,5.9,-0.5791064467471783,0,0,1,0,1,6
city,2006,1.449137674618944,7.6,0.3479653959072984,0,0,1,0,1,15
city,2014,2.8722813232690143,14.0,0.6710792075340316,0,1,0,0,1,7
city,2016,2.99833287011299,11.8,-0.7196187109710167,0,0,1,0,1,5
brio,2013,1.8708286933869707,5.9,-0.6992695471329172,0,0,1,0,1,8
jazz,2016,2.7202941017470885,8.5,-0.5638059362157465,0,0,1,0,0,5
jazz,2016,2.3769728648009427,7.9,-0.21580947614900817,0,0,1,0,1,5
amaze,2015,2.3979157616563596,7.5,0.18166893801012132,0,0,1,0,0,6
city,2015,2.898275349237888,13.6,-0.0759154143708841,0,0,1,0,1,6
city,2016,3.179622619116929,13.6,-0.6688745935519587,0,0,1,0,1,5
amaze,2014,2.1213203435596424,6.4,-0.46229194294239223,0,0,1,0,1,7
brio,2015,2.32379000772445,6.1,-0.14219186823851682,0,0,1,0,1,6
jazz,2016,2.5298221281347035,8.4,-0.6426009896090961,0,0,1,0,1,5
city,2010,1.8027756377319946,9.9,0.027118326581518064,0,0,1,0,1,11
amaze,2014,1.9364916731037085,6.8,-0.10118443933946074,0,0,1,0,1,7
city,2015,2.924038303442689,13.09,0.5957615428978257,0,1,0,0,1,6
city,2016,3.082207001484488,11.6,-0.07622451559374131,0,1,0,0,1,5
brio,2015,2.0,5.9,0.59380390181973,0,0,1,0,1,6
city,2009,1.8303005217723127,11.0,1.3133400317608306,0,0,1,0,1,12
city,2017,3.391164991562634,12.5,-0.7198762953233977,0,1,0,0,1,4
brio,2016,2.3021728866442674,5.9,-0.8109581223253212,0,0,1,0,1,5
